pokemonKey,pokemonName,moveName,naturalSource,level,versionGroup,learnMethod,formerLearnMethod,naturalizedRareTm
mr-rime,Mr. Rime,Icy Wind,level-up,20,,,,no
mr-rime,Mr. Rime,Double Kick,level-up,24,,,,no
mr-rime,Mr. Rime,Psybeam,level-up,28,,,,no
mr-rime,Mr. Rime,Hypnosis,level-up,32,,,,no
mr-rime,Mr. Rime,Mirror Coat,level-up,36,,,,no
mr-rime,Mr. Rime,Sucker Punch,level-up,40,,,,no
mr-rime,Mr. Rime,Freeze-Dry,level-up,44,,,,no
mr-rime,Mr. Rime,Psychic,level-up,48,,,,no
mr-rime,Mr. Rime,Teeter Dance,level-up,52,,,,no
mr-rime,Mr. Rime,Substitute,level-up,29,,,,no
mr-rime,Mr. Rime,Trick,level-up,36,,,,no
mr-rime,Mr. Rime,Barrier,level-up,1,,,,no
mr-rime,Mr. Rime,Double Slap,level-up,11,,,,no
mr-rime,Mr. Rime,Meditate,level-up,8,,,,no
mr-rime,Mr. Rime,Tickle,level-up,1,,,,no
mudbray,Mudbray,Mud-Slap,level-up,1,,,,no
mudbray,Mudbray,Mud Sport,level-up,3,,,,no
mudbray,Mudbray,Rototiller,level-up,8,,,,no
mudbray,Mudbray,Bulldoze,level-up,10,,,,no
mudbray,Mudbray,Double Kick,level-up,15,,,,no
mudbray,Mudbray,Stomp,level-up,17,,,,no
mudbray,Mudbray,Bide,level-up,22,,,,no
mudbray,Mudbray,High Horsepower,level-up,24,,,,no
mudbray,Mudbray,Iron Defense,level-up,29,,,,no
mudbray,Mudbray,Heavy Slam,level-up,31,,,,no
mudbray,Mudbray,Counter,level-up,36,,,,no
mudbray,Mudbray,Earthquake,level-up,38,,,,no
mudbray,Mudbray,Mega Kick,level-up,43,,,,no
mudbray,Mudbray,Superpower,level-up,45,,,,no
mudbray,Mudbray,Rock Smash,level-up,1,,,,no
mudbray,Mudbray,Strength,level-up,20,,,,no
mudkip,Mudkip,Tackle,level-up,1,,,,no
mudkip,Mudkip,Growl,level-up,1,,,,no
mudkip,Mudkip,Mud-Slap,level-up,6,,,,no
mudkip,Mudkip,Water Gun,level-up,10,,,,no
mudkip,Mudkip,Bide,level-up,15,,,,no
mudkip,Mudkip,Foresight,level-up,19,,,,no
mudkip,Mudkip,Mud Sport,level-up,24,,,,no
mudkip,Mudkip,Take Down,level-up,28,,,,no
mudkip,Mudkip,Whirlpool,level-up,33,,,,no
mudkip,Mudkip,Protect,level-up,37,,,,no
mudkip,Mudkip,Hydro Pump,level-up,42,,,,no
mudkip,Mudkip,Endeavor,level-up,46,,,,no
mudkip,Mudkip,Rock Throw,level-up,25,,,,no
mudkip,Mudkip,Rock Smash,level-up,6,,,,no
mudkip,Mudkip,Supersonic,level-up,15,,,,no
mudkip,Mudkip,Water Pulse,level-up,18,,,,no
mudkip,Mudkip,Rock Slide,level-up,21,,,,no
mudkip,Mudkip,Amnesia,level-up,27,,,,no
mudkip,Mudkip,Surf,level-up,30,,,,no
mudkip,Mudkip,Screech,level-up,33,,,,no
mudkip,Mudkip,Sludge,naturalized-rare-tm,,scarlet-violet,egg,egg,yes
mudkip,Mudkip,Ice Ball,naturalized-rare-tm,,ultra-sun-ultra-moon,egg,egg,yes
mudsdale,Mudsdale,Mud-Slap,level-up,1,,,,no
mudsdale,Mudsdale,Mud Sport,level-up,1,,,,no
mudsdale,Mudsdale,Rototiller,level-up,1,,,,no
mudsdale,Mudsdale,Bulldoze,level-up,1,,,,no
mudsdale,Mudsdale,Double Kick,level-up,15,,,,no
mudsdale,Mudsdale,Stomp,level-up,17,,,,no
mudsdale,Mudsdale,Bide,level-up,22,,,,no
mudsdale,Mudsdale,High Horsepower,level-up,24,,,,no
mudsdale,Mudsdale,Iron Defense,level-up,29,,,,no
mudsdale,Mudsdale,Heavy Slam,level-up,34,,,,no
mudsdale,Mudsdale,Counter,level-up,42,,,,no
mudsdale,Mudsdale,Earthquake,level-up,47,,,,no
mudsdale,Mudsdale,Mega Kick,level-up,55,,,,no
mudsdale,Mudsdale,Superpower,level-up,60,,,,no
mudsdale,Mudsdale,Rock Smash,level-up,1,,,,no
mudsdale,Mudsdale,Strength,level-up,20,,,,no
muk,Muk,Pound,level-up,1,,,,no
muk,Muk,Disable,level-up,1,,,,no
muk,Muk,Poison Gas,level-up,1,,,,no
muk,Muk,Minimize,level-up,33,,,,no
muk,Muk,Sludge,level-up,37,,,,no
muk,Muk,Harden,level-up,45,,,,no
muk,Muk,Screech,level-up,53,,,,no
muk,Muk,Acid Armor,level-up,60,,,,no
muk,Muk,Sludge Bomb,level-up,60,,,,no
muk,Muk,Memento,level-up,61,,,,no
muk,Muk,Mud-Slap,level-up,1,,,,no
muk,Muk,Mud Bomb,level-up,23,,,,no
muk,Muk,Fling,level-up,28,,,,no
muk,Muk,Gunk Shot,level-up,54,,,,no
muk,Muk,Sludge Wave,level-up,50,,,,no
muk,Muk,Belch,level-up,53,,,,no
muk,Muk,Venom Drench,level-up,38,,,,no
muk,Muk,Toxic,level-up,36,,,,no
muk,Muk,Smog,level-up,18,,,,no
muk,Muk,Mud Shot,level-up,18,,,,no
muk,Muk,Lick,naturalized-rare-tm,,showdown-gen-7,virtual-console,virtual-console,yes
muk,Muk,Shadow Punch,naturalized-rare-tm,,showdown-gen-9,egg,egg,yes
muk,Muk,Shadow Sneak,naturalized-rare-tm,,showdown-gen-9,egg,egg,yes
munchlax,Munchlax,Metronome,level-up,1,,,,no
munchlax,Munchlax,Odor Sleuth,level-up,1,,,,no
munchlax,Munchlax,Tackle,level-up,1,,,,no
munchlax,Munchlax,Defense Curl,level-up,4,,,,no
munchlax,Munchlax,Amnesia,level-up,9,,,,no
munchlax,Munchlax,Lick,level-up,12,,,,no
munchlax,Munchlax,Recycle,level-up,17,,,,no
munchlax,Munchlax,Screech,level-up,20,,,,no
munchlax,Munchlax,Stockpile,level-up,25,,,,no
munchlax,Munchlax,Swallow,level-up,28,,,,no
munchlax,Munchlax,Body Slam,level-up,33,,,,no
munchlax,Munchlax,Fling,level-up,36,,,,no
munchlax,Munchlax,Rollout,level-up,41,,,,no
munchlax,Munchlax,Natural Gift,level-up,44,,,,no
munchlax,Munchlax,Last Resort,level-up,49,,,,no
munchlax,Munchlax,Chip Away,level-up,25,,,,no
munchlax,Munchlax,Snatch,level-up,52,,,,no
munchlax,Munchlax,Belly Drum,level-up,44,,,,no
munchlax,Munchlax,Covet,level-up,12,,,,no
munchlax,Munchlax,Bite,level-up,16,,,,no
munchlax,Munchlax,Flail,level-up,44,,,,no
munkidori,Munkidori,Scratch,level-up,1,,,,no
munkidori,Munkidori,Confusion,level-up,1,,,,no
munkidori,Munkidori,Fake Out,level-up,1,,,,no
munkidori,Munkidori,Flatter,level-up,1,,,,no
munkidori,Munkidori,Psybeam,level-up,16,,,,no
munkidori,Munkidori,Clear Smog,level-up,24,,,,no
munkidori,Munkidori,Poison Jab,level-up,32,,,,no
munkidori,Munkidori,Psychic,level-up,40,,,,no
munkidori,Munkidori,Sludge Wave,level-up,48,,,,no
munkidori,Munkidori,Nasty Plot,level-up,56,,,,no
munkidori,Munkidori,Future Sight,level-up,64,,,,no
munkidori,Munkidori,Parting Shot,level-up,72,,,,no
munna,Munna,Psywave,level-up,1,,,,no
munna,Munna,Defense Curl,level-up,1,,,,no
munna,Munna,Lucky Chant,level-up,5,,,,no
munna,Munna,Yawn,level-up,7,,,,no
munna,Munna,Psybeam,level-up,11,,,,no
munna,Munna,Imprison,level-up,13,,,,no
munna,Munna,Moonlight,level-up,17,,,,no
munna,Munna,Hypnosis,level-up,19,,,,no
munna,Munna,Zen Headbutt,level-up,23,,,,no
munna,Munna,Synchronoise,level-up,25,,,,no
munna,Munna,Nightmare,level-up,29,,,,no
munna,Munna,Future Sight,level-up,31,,,,no
munna,Munna,Calm Mind,level-up,35,,,,no
munna,Munna,Psychic,level-up,37,,,,no
munna,Munna,Dream Eater,level-up,41,,,,no
munna,Munna,Telekinesis,level-up,43,,,,no
munna,Munna,Stored Power,level-up,47,,,,no
munna,Munna,Magic Coat,level-up,20,,,,no
munna,Munna,Moonblast,level-up,40,,,,no
munna,Munna,Wonder Room,level-up,52,,,,no
munna,Munna,Sonic Boom,naturalized-rare-tm,,ultra-sun-ultra-moon,egg,egg,yes
murkrow,Murkrow,Peck,level-up,1,,,,no
murkrow,Murkrow,Pursuit,level-up,11,,,,no
murkrow,Murkrow,Haze,level-up,16,,,,no
murkrow,Murkrow,Night Shade,level-up,26,,,,no
murkrow,Murkrow,Feint Attack,level-up,31,,,,no
murkrow,Murkrow,Mean Look,level-up,41,,,,no
murkrow,Murkrow,Astonish,level-up,9,,,,no
murkrow,Murkrow,Taunt,level-up,40,,,,no
murkrow,Murkrow,Wing Attack,level-up,15,,,,no
murkrow,Murkrow,Assurance,level-up,25,,,,no
murkrow,Murkrow,Sucker Punch,level-up,45,,,,no
murkrow,Murkrow,Foul Play,level-up,45,,,,no
murkrow,Murkrow,Tailwind,level-up,51,,,,no
murkrow,Murkrow,Torment,level-up,61,,,,no
murkrow,Murkrow,Gust,level-up,5,,,,no
murkrow,Murkrow,Air Cutter,level-up,35,,,,no
murkrow,Murkrow,Drill Peck,naturalized-rare-tm,,scarlet-violet,egg,egg,yes
musharna,Musharna,Defense Curl,level-up,1,,,,no
musharna,Musharna,Lucky Chant,level-up,1,,,,no
musharna,Musharna,Psybeam,level-up,1,,,,no
musharna,Musharna,Hypnosis,level-up,1,,,,no
musharna,Musharna,Psychic Terrain,level-up,1,,,,no
musharna,Musharna,Imprison,level-up,1,,,,no
musharna,Musharna,Moonlight,level-up,1,,,,no
musharna,Musharna,Magic Coat,level-up,1,,,,no
musharna,Musharna,Zen Headbutt,level-up,1,,,,no
musharna,Musharna,Calm Mind,level-up,1,,,,no
musharna,Musharna,Yawn,level-up,1,,,,no
musharna,Musharna,Psychic,level-up,1,,,,no
musharna,Musharna,Moonblast,level-up,1,,,,no
musharna,Musharna,Dream Eater,level-up,1,,,,no
musharna,Musharna,Future Sight,level-up,1,,,,no
musharna,Musharna,Wonder Room,level-up,1,,,,no
musharna,Musharna,Stored Power,level-up,1,,,,no
musharna,Musharna,Telekinesis,level-up,43,,,,no
musharna,Musharna,Nightmare,level-up,29,,,,no
musharna,Musharna,Psywave,level-up,1,,,,no
musharna,Musharna,Synchronoise,level-up,25,,,,no
musharna,Musharna,Sonic Boom,naturalized-rare-tm,,showdown-gen-7,egg,egg,yes
nacli,Nacli,Tackle,level-up,1,,,,no
nacli,Nacli,Harden,level-up,1,,,,no
nacli,Nacli,Rock Throw,level-up,5,,,,no
nacli,Nacli,Mud Shot,level-up,7,,,,no
nacli,Nacli,Smack Down,level-up,10,,,,no
nacli,Nacli,Rock Polish,level-up,13,,,,no
nacli,Nacli,Headbutt,level-up,16,,,,no
nacli,Nacli,Iron Defense,level-up,20,,,,no
nacli,Nacli,Recover,level-up,25,,,,no
nacli,Nacli,Rock Slide,level-up,30,,,,no
nacli,Nacli,Stealth Rock,level-up,33,,,,no
nacli,Nacli,Heavy Slam,level-up,35,,,,no
nacli,Nacli,Earthquake,level-up,40,,,,no
nacli,Nacli,Stone Edge,level-up,45,,,,no
naclstack,Naclstack,Salt Cure,level-up,0,,,,no
naclstack,Naclstack,Tackle,level-up,1,,,,no
naclstack,Naclstack,Harden,level-up,1,,,,no
naclstack,Naclstack,Rock Throw,level-up,5,,,,no
naclstack,Naclstack,Mud Shot,level-up,7,,,,no
naclstack,Naclstack,Smack Down,level-up,10,,,,no
naclstack,Naclstack,Rock Polish,level-up,13,,,,no
naclstack,Naclstack,Headbutt,level-up,16,,,,no
naclstack,Naclstack,Iron Defense,level-up,20,,,,no
naclstack,Naclstack,Recover,level-up,30,,,,no
naclstack,Naclstack,Rock Slide,level-up,34,,,,no
naclstack,Naclstack,Stealth Rock,level-up,38,,,,no
naclstack,Naclstack,Heavy Slam,level-up,41,,,,no
naclstack,Naclstack,Earthquake,level-up,45,,,,no
naclstack,Naclstack,Stone Edge,level-up,51,,,,no
naganadel,Naganadel,Air Cutter,level-up,0,,,,no
naganadel,Naganadel,Dragon Pulse,level-up,1,,,,no
naganadel,Naganadel,Peck,level-up,1,,,,no
naganadel,Naganadel,Growl,level-up,1,,,,no
naganadel,Naganadel,Acid,level-up,1,,,,no
naganadel,Naganadel,Fury Attack,level-up,7,,,,no
naganadel,Naganadel,Venoshock,level-up,13,,,,no
naganadel,Naganadel,Charm,level-up,19,,,,no
naganadel,Naganadel,Venom Drench,level-up,23,,,,no
naganadel,Naganadel,Nasty Plot,level-up,31,,,,no
naganadel,Naganadel,Poison Jab,level-up,37,,,,no
naganadel,Naganadel,Toxic,level-up,41,,,,no
naganadel,Naganadel,Fell Stinger,level-up,47,,,,no
naganadel,Naganadel,Air Slash,level-up,53,,,,no
naganadel,Naganadel,Gastro Acid,level-up,56,,,,no
naganadel,Naganadel,Dragon Rush,level-up,70,,,,no
natu,Natu,Peck,level-up,1,,,,no
natu,Natu,Leer,level-up,1,,,,no
natu,Natu,Night Shade,level-up,10,,,,no
natu,Natu,Teleport,level-up,20,,,,no
natu,Natu,Future Sight,level-up,30,,,,no
natu,Natu,Confuse Ray,level-up,40,,,,no
natu,Natu,Psychic,level-up,50,,,,no
natu,Natu,Wish,level-up,30,,,,no
natu,Natu,Lucky Chant,level-up,12,,,,no
natu,Natu,Miracle Eye,level-up,17,,,,no
natu,Natu,Me First,level-up,20,,,,no
natu,Natu,Psycho Shift,level-up,33,,,,no
natu,Natu,Ominous Wind,level-up,39,,,,no
natu,Natu,Power Swap,level-up,44,,,,no
natu,Natu,Guard Swap,level-up,44,,,,no
natu,Natu,Stored Power,level-up,39,,,,no
natu,Natu,Drill Peck,naturalized-rare-tm,,brilliant-diamond-shining-pearl,egg,egg,yes
natu,Natu,Synchronoise,naturalized-rare-tm,,ultra-sun-ultra-moon,egg,egg,yes
necrozma,Necrozma,Moonlight,level-up,1,,,,no
necrozma,Necrozma,Morning Sun,level-up,1,,,,no
necrozma,Necrozma,Charge Beam,level-up,1,,,,no
necrozma,Necrozma,Mirror Shot,level-up,1,,,,no
necrozma,Necrozma,Metal Claw,level-up,1,,,,no
necrozma,Necrozma,Confusion,level-up,1,,,,no
necrozma,Necrozma,Slash,level-up,7,,,,no
necrozma,Necrozma,Stored Power,level-up,13,,,,no
necrozma,Necrozma,Rock Blast,level-up,19,,,,no
necrozma,Necrozma,Night Slash,level-up,23,,,,no
necrozma,Necrozma,Gravity,level-up,31,,,,no
necrozma,Necrozma,Psycho Cut,level-up,37,,,,no
necrozma,Necrozma,Power Gem,level-up,43,,,,no
necrozma,Necrozma,Autotomize,level-up,47,,,,no
necrozma,Necrozma,Stealth Rock,level-up,53,,,,no
necrozma,Necrozma,Iron Defense,level-up,59,,,,no
necrozma,Necrozma,Wring Out,level-up,67,,,,no
necrozma,Necrozma,Prismatic Laser,level-up,73,,,,no
necrozma,Necrozma,Photon Geyser,level-up,50,,,,no
necrozma-dawn,Necrozma (Dawn Wings),Moonlight,level-up,1,,,,no
necrozma-dawn,Necrozma (Dawn Wings),Morning Sun,level-up,1,,,,no
necrozma-dawn,Necrozma (Dawn Wings),Charge Beam,level-up,1,,,,no
necrozma-dawn,Necrozma (Dawn Wings),Mirror Shot,level-up,1,,,,no
necrozma-dawn,Necrozma (Dawn Wings),Metal Claw,level-up,1,,,,no
necrozma-dawn,Necrozma (Dawn Wings),Confusion,level-up,1,,,,no
necrozma-dawn,Necrozma (Dawn Wings),Slash,level-up,7,,,,no
necrozma-dawn,Necrozma (Dawn Wings),Stored Power,level-up,13,,,,no
necrozma-dawn,Necrozma (Dawn Wings),Rock Blast,level-up,19,,,,no
necrozma-dawn,Necrozma (Dawn Wings),Night Slash,level-up,23,,,,no
necrozma-dawn,Necrozma (Dawn Wings),Gravity,level-up,31,,,,no
necrozma-dawn,Necrozma (Dawn Wings),Psycho Cut,level-up,37,,,,no
necrozma-dawn,Necrozma (Dawn Wings),Power Gem,level-up,43,,,,no
necrozma-dawn,Necrozma (Dawn Wings),Autotomize,level-up,47,,,,no
necrozma-dawn,Necrozma (Dawn Wings),Photon Geyser,level-up,50,,,,no
necrozma-dawn,Necrozma (Dawn Wings),Stealth Rock,level-up,53,,,,no
necrozma-dawn,Necrozma (Dawn Wings),Iron Defense,level-up,59,,,,no
necrozma-dawn,Necrozma (Dawn Wings),Wring Out,level-up,67,,,,no
necrozma-dawn,Necrozma (Dawn Wings),Prismatic Laser,level-up,73,,,,no
necrozma-dawn,Necrozma (Dawn Wings),Moongeist Beam,naturalized-rare-tm,,showdown-gen-9,restricted,restricted,yes
necrozma-dusk,Necrozma (Dusk Mane),Moonlight,level-up,1,,,,no
necrozma-dusk,Necrozma (Dusk Mane),Morning Sun,level-up,1,,,,no
necrozma-dusk,Necrozma (Dusk Mane),Charge Beam,level-up,1,,,,no
necrozma-dusk,Necrozma (Dusk Mane),Mirror Shot,level-up,1,,,,no
necrozma-dusk,Necrozma (Dusk Mane),Metal Claw,level-up,1,,,,no
necrozma-dusk,Necrozma (Dusk Mane),Confusion,level-up,1,,,,no
necrozma-dusk,Necrozma (Dusk Mane),Slash,level-up,7,,,,no
necrozma-dusk,Necrozma (Dusk Mane),Stored Power,level-up,13,,,,no
necrozma-dusk,Necrozma (Dusk Mane),Rock Blast,level-up,19,,,,no
necrozma-dusk,Necrozma (Dusk Mane),Night Slash,level-up,23,,,,no
necrozma-dusk,Necrozma (Dusk Mane),Gravity,level-up,31,,,,no
necrozma-dusk,Necrozma (Dusk Mane),Psycho Cut,level-up,37,,,,no
necrozma-dusk,Necrozma (Dusk Mane),Power Gem,level-up,43,,,,no
necrozma-dusk,Necrozma (Dusk Mane),Autotomize,level-up,47,,,,no
necrozma-dusk,Necrozma (Dusk Mane),Photon Geyser,level-up,50,,,,no
necrozma-dusk,Necrozma (Dusk Mane),Stealth Rock,level-up,53,,,,no
necrozma-dusk,Necrozma (Dusk Mane),Iron Defense,level-up,59,,,,no
necrozma-dusk,Necrozma (Dusk Mane),Wring Out,level-up,67,,,,no
necrozma-dusk,Necrozma (Dusk Mane),Prismatic Laser,level-up,73,,,,no
necrozma-dusk,Necrozma (Dusk Mane),Sunsteel Strike,naturalized-rare-tm,,showdown-gen-9,restricted,restricted,yes
nickit,Nickit,Quick Attack,level-up,1,,,,no
nickit,Nickit,Tail Whip,level-up,1,,,,no
nickit,Nickit,Beat Up,level-up,4,,,,no
nickit,Nickit,Hone Claws,level-up,8,,,,no
nickit,Nickit,Snarl,level-up,12,,,,no
nickit,Nickit,Assurance,level-up,16,,,,no
nickit,Nickit,Nasty Plot,level-up,20,,,,no
nickit,Nickit,Sucker Punch,level-up,24,,,,no
nickit,Nickit,Night Slash,level-up,28,,,,no
nickit,Nickit,Tail Slap,level-up,32,,,,no
nickit,Nickit,Foul Play,level-up,36,,,,no
nidoking,Nidoking,Tackle,level-up,1,,,,no
nidoking,Nidoking,Horn Attack,level-up,1,,,,no
nidoking,Nidoking,Poison Sting,level-up,1,,,,no
nidoking,Nidoking,Thrash,level-up,1,,,,no
nidoking,Nidoking,Double Kick,level-up,12,,,,no
nidoking,Nidoking,Peck,level-up,1,,,,no
nidoking,Nidoking,Focus Energy,level-up,1,,,,no
nidoking,Nidoking,Megahorn,level-up,43,,,,no
nidoking,Nidoking,Earth Power,level-up,43,,,,no
nidoking,Nidoking,Chip Away,level-up,23,,,,no
nidoking,Nidoking,Leer,level-up,1,,,,no
nidoking,Nidoking,Fury Attack,level-up,1,,,,no
nidoking,Nidoking,Toxic Spikes,level-up,1,,,,no
nidoking,Nidoking,Toxic,level-up,1,,,,no
nidoking,Nidoking,Flatter,level-up,1,,,,no
nidoking,Nidoking,Poison Jab,level-up,1,,,,no
nidoking,Nidoking,Sludge Wave,level-up,1,,,,no
nidoking,Nidoking,Captivate,level-up,50,,,,no
nidoking,Nidoking,Horn Drill,level-up,58,,,,no
nidoking,Nidoking,Confusion,naturalized-rare-tm,,showdown-gen-8,egg,egg,yes
nidoqueen,Nidoqueen,Tackle,level-up,1,,,,no
nidoqueen,Nidoqueen,Scratch,level-up,1,,,,no
nidoqueen,Nidoqueen,Tail Whip,level-up,1,,,,no
nidoqueen,Nidoqueen,Body Slam,level-up,1,,,,no
nidoqueen,Nidoqueen,Poison Sting,level-up,14,,,,no
nidoqueen,Nidoqueen,Double Kick,level-up,12,,,,no
nidoqueen,Nidoqueen,Superpower,level-up,43,,,,no
nidoqueen,Nidoqueen,Earth Power,level-up,43,,,,no
nidoqueen,Nidoqueen,Chip Away,level-up,23,,,,no
nidoqueen,Nidoqueen,Growl,level-up,1,,,,no
nidoqueen,Nidoqueen,Fury Swipes,level-up,1,,,,no
nidoqueen,Nidoqueen,Toxic Spikes,level-up,1,,,,no
nidoqueen,Nidoqueen,Bite,level-up,1,,,,no
nidoqueen,Nidoqueen,Toxic,level-up,1,,,,no
nidoqueen,Nidoqueen,Flatter,level-up,1,,,,no
nidoqueen,Nidoqueen,Crunch,level-up,1,,,,no
nidoqueen,Nidoqueen,Sludge Wave,level-up,1,,,,no
nidoqueen,Nidoqueen,Captivate,level-up,50,,,,no
nidoqueen,Nidoqueen,Poison Fang,level-up,58,,,,no
nidoran-f,Nidoran♀,Growl,level-up,1,,,,no
nidoran-f,Nidoran♀,Tackle,level-up,1,,,,no
nidoran-f,Nidoran♀,Scratch,level-up,8,,,,no
nidoran-f,Nidoran♀,Poison Sting,level-up,14,,,,no
nidoran-f,Nidoran♀,Tail Whip,level-up,21,,,,no
nidoran-f,Nidoran♀,Bite,level-up,29,,,,no
nidoran-f,Nidoran♀,Fury Swipes,level-up,36,,,,no
nidoran-f,Nidoran♀,Double Kick,level-up,43,,,,no
nidoran-f,Nidoran♀,Flatter,level-up,38,,,,no
nidoran-f,Nidoran♀,Crunch,level-up,47,,,,no
nidoran-f,Nidoran♀,Toxic Spikes,level-up,31,,,,no
nidoran-f,Nidoran♀,Captivate,level-up,43,,,,no
nidoran-f,Nidoran♀,Poison Fang,level-up,45,,,,no
nidoran-f,Nidoran♀,Toxic,level-up,18,,,,no
nidoran-f,Nidoran♀,Earth Power,level-up,55,,,,no
nidoran-m,Nidoran♂,Leer,level-up,1,,,,no
nidoran-m,Nidoran♂,Tackle,level-up,1,,,,no
nidoran-m,Nidoran♂,Horn Attack,level-up,8,,,,no
nidoran-m,Nidoran♂,Poison Sting,level-up,14,,,,no
nidoran-m,Nidoran♂,Focus Energy,level-up,21,,,,no
nidoran-m,Nidoran♂,Fury Attack,level-up,29,,,,no
nidoran-m,Nidoran♂,Horn Drill,level-up,36,,,,no
nidoran-m,Nidoran♂,Double Kick,level-up,43,,,,no
nidoran-m,Nidoran♂,Peck,level-up,1,,,,no
nidoran-m,Nidoran♂,Flatter,level-up,38,,,,no
nidoran-m,Nidoran♂,Toxic Spikes,level-up,31,,,,no
nidoran-m,Nidoran♂,Poison Jab,level-up,37,,,,no
nidoran-m,Nidoran♂,Captivate,level-up,43,,,,no
nidoran-m,Nidoran♂,Toxic,level-up,18,,,,no
nidoran-m,Nidoran♂,Earth Power,level-up,55,,,,no
nidoran-m,Nidoran♂,Confusion,naturalized-rare-tm,,brilliant-diamond-shining-pearl,egg,egg,yes
nidorina,Nidorina,Growl,level-up,1,,,,no
nidorina,Nidorina,Tackle,level-up,1,,,,no
nidorina,Nidorina,Scratch,level-up,1,,,,no
nidorina,Nidorina,Poison Sting,level-up,14,,,,no
nidorina,Nidorina,Tail Whip,level-up,23,,,,no
nidorina,Nidorina,Bite,level-up,32,,,,no
nidorina,Nidorina,Fury Swipes,level-up,41,,,,no
nidorina,Nidorina,Double Kick,level-up,50,,,,no
nidorina,Nidorina,Flatter,level-up,43,,,,no
nidorina,Nidorina,Crunch,level-up,53,,,,no
nidorina,Nidorina,Toxic Spikes,level-up,35,,,,no
nidorina,Nidorina,Captivate,level-up,50,,,,no
nidorina,Nidorina,Poison Fang,level-up,58,,,,no
nidorina,Nidorina,Toxic,level-up,23,,,,no
nidorina,Nidorina,Earth Power,level-up,71,,,,no
nidorino,Nidorino,Leer,level-up,1,,,,no
nidorino,Nidorino,Tackle,level-up,1,,,,no
nidorino,Nidorino,Horn Attack,level-up,1,,,,no
nidorino,Nidorino,Poison Sting,level-up,14,,,,no
nidorino,Nidorino,Focus Energy,level-up,23,,,,no
nidorino,Nidorino,Fury Attack,level-up,32,,,,no
nidorino,Nidorino,Horn Drill,level-up,41,,,,no
nidorino,Nidorino,Double Kick,level-up,50,,,,no
nidorino,Nidorino,Peck,level-up,1,,,,no
nidorino,Nidorino,Flatter,level-up,43,,,,no
nidorino,Nidorino,Toxic Spikes,level-up,35,,,,no
nidorino,Nidorino,Poison Jab,level-up,43,,,,no
nidorino,Nidorino,Captivate,level-up,50,,,,no
nidorino,Nidorino,Toxic,level-up,23,,,,no
nidorino,Nidorino,Earth Power,level-up,71,,,,no
nidorino,Nidorino,Confusion,naturalized-rare-tm,,showdown-gen-8,egg,egg,yes
nihilego,Nihilego,Power Split,level-up,1,,,,no
nihilego,Nihilego,Guard Split,level-up,1,,,,no
nihilego,Nihilego,Tickle,level-up,1,,,,no
nihilego,Nihilego,Acid,level-up,1,,,,no
nihilego,Nihilego,Constrict,level-up,1,,,,no
nihilego,Nihilego,Pound,level-up,1,,,,no
nihilego,Nihilego,Clear Smog,level-up,7,,,,no
nihilego,Nihilego,Psywave,level-up,13,,,,no
nihilego,Nihilego,Headbutt,level-up,19,,,,no
nihilego,Nihilego,Venoshock,level-up,23,,,,no
nihilego,Nihilego,Toxic Spikes,level-up,29,,,,no
nihilego,Nihilego,Safeguard,level-up,31,,,,no
nihilego,Nihilego,Power Gem,level-up,37,,,,no
nihilego,Nihilego,Mirror Coat,level-up,43,,,,no
nihilego,Nihilego,Acid Spray,level-up,47,,,,no
nihilego,Nihilego,Venom Drench,level-up,53,,,,no
nihilego,Nihilego,Stealth Rock,level-up,59,,,,no
nihilego,Nihilego,Wonder Room,level-up,67,,,,no
nihilego,Nihilego,Head Smash,level-up,73,,,,no
nihilego,Nihilego,Wrap,level-up,1,,,,no
nincada,Nincada,Scratch,level-up,1,,,,no
nincada,Nincada,Harden,level-up,1,,,,no
nincada,Nincada,Leech Life,level-up,5,,,,no
nincada,Nincada,Sand Attack,level-up,9,,,,no
nincada,Nincada,Fury Swipes,level-up,14,,,,no
nincada,Nincada,Mind Reader,level-up,19,,,,no
nincada,Nincada,False Swipe,level-up,25,,,,no
nincada,Nincada,Mud-Slap,level-up,31,,,,no
nincada,Nincada,Metal Claw,level-up,38,,,,no
nincada,Nincada,Dig,level-up,45,,,,no
nincada,Nincada,Bide,level-up,29,,,,no
nincada,Nincada,Absorb,level-up,5,,,,no
ninetales,Ninetales,Ember,reminder,1,,,,no
ninetales,Ninetales,Tail Whip,level-up,1,,,,no
ninetales,Ninetales,Quick Attack,level-up,1,,,,no
ninetales,Ninetales,Roar,level-up,1,,,,no
ninetales,Ninetales,Confuse Ray,reminder,1,,,,no
ninetales,Ninetales,Safeguard,reminder,1,,,,no
ninetales,Ninetales,Fire Spin,reminder,43,,,,no
ninetales,Ninetales,Nasty Plot,reminder,1,,,,no
ninetales,Ninetales,Imprison,reminder,1,,,,no
ninetales,Ninetales,Flamethrower,level-up,1,,,,no
ninetales,Ninetales,Incinerate,reminder,1,,,,no
ninetales,Ninetales,Spite,reminder,1,,,,no
ninetales,Ninetales,Will-O-Wisp,reminder,1,,,,no
ninetales,Ninetales,Extrasensory,reminder,1,,,,no
ninetales,Ninetales,Inferno,reminder,1,,,,no
ninetales,Ninetales,Grudge,level-up,1,,,,no
ninetales,Ninetales,Fire Blast,reminder,1,,,,no
ninetales,Ninetales,Disable,reminder,1,,,,no
